ID,TRT,Herbicide,AI,Rate,Cultivar,Rep,Run,Biomass,CNTRLAVG,VSCNTRL,Biomass_Red.
,0,Control,clopyralid,0,X-59,1,1,2.53,2.02,1.00,0.00
,0,Control,clopyralid,0,X-59,2,1,2.02,2.02,1.00,0.00
,0,Control,clopyralid,0,X-59,3,1,1.56,2.02,0.77,0.23
,0,Control,clopyralid,0,X-59,4,1,1.88,2.02,0.93,0.07
,0,Control,clopyralid,0,X-59,5,1,1.67,2.02,0.83,0.17
,0,Control,clopyralid,0,X-59,6,1,2.48,2.02,1.00,0.00
1022,8,Stinger,clopyralid,19.7,X-59,1,1,2.29,2.02,1.00,0.00
1023,8,Stinger,clopyralid,19.7,X-59,2,1,2.71,2.02,1.00,0.00
1024,8,Stinger,clopyralid,19.7,X-59,3,1,2.12,2.02,1.00,0.00
1025,9,Stinger,clopyralid,39.5,X-59,1,1,1.26,2.02,0.62,0.38
1026,9,Stinger,clopyralid,39.5,X-59,2,1,3.14,2.02,1.00,0.00
1027,9,Stinger,clopyralid,39.5,X-59,3,1,2.55,2.02,1.00,0.00
1028,10,Stinger,clopyralid,79,X-59,1,1,1.62,2.02,0.80,0.20
1029,10,Stinger,clopyralid,79,X-59,2,1,2.47,2.02,1.00,0.00
1030,10,Stinger,clopyralid,79,X-59,3,1,2.25,2.02,1.00,0.00
1031,11,Stinger,clopyralid,118,X-59,1,1,2.34,2.02,1.00,0.00
1032,11,Stinger,clopyralid,118,X-59,2,1,3.15,2.02,1.00,0.00
1033,11,Stinger,clopyralid,118,X-59,3,1,1.74,2.02,0.86,0.14
1034,12,Stinger,clopyralid,158,X-59,1,1,1.52,2.02,0.75,0.25
1035,12,Stinger,clopyralid,158,X-59,2,1,2.18,2.02,1.00,0.00
1036,12,Stinger,clopyralid,158,X-59,3,1,1.83,2.02,0.91,0.09
1037,13,Stinger,clopyralid,316,X-59,1,1,1.9,2.02,0.94,0.06
1038,13,Stinger,clopyralid,316,X-59,2,1,2.38,2.02,1.00,0.00
1039,13,Stinger,clopyralid,316,X-59,3,1,1.42,2.02,0.70,0.30
1040,14,Stinger,clopyralid,630,X-59,1,1,0.75,2.02,0.37,0.63
1041,14,Stinger,clopyralid,630,X-59,2,1,0.99,2.02,0.49,0.51
1042,14,Stinger,clopyralid,630,X-59,3,1,1.35,2.02,0.67,0.33
,0,Control,"2,4-D",0,X-59,1,1,2.53,2.02,1.00,0.00
,0,Control,"2,4-D",0,X-59,2,1,2.02,2.02,1.00,0.00
,0,Control,"2,4-D",0,X-59,3,1,1.56,2.02,0.77,0.23
,0,Control,"2,4-D",0,X-59,4,1,1.88,2.02,0.93,0.07
,0,Control,"2,4-D",0,X-59,5,1,1.67,2.02,0.83,0.17
,0,Control,"2,4-D",0,X-59,6,1,2.48,2.02,1.00,0.00
1043,15,Enlist One,"2,4-D",100,X-59,1,1,0.71,2.02,0.35,0.65
1044,15,Enlist One,"2,4-D",100,X-59,2,1,0.6,2.02,0.30,0.70
1045,15,Enlist One,"2,4-D",100,X-59,3,1,0.72,2.02,0.36,0.64
1046,16,Enlist One,"2,4-D",200,X-59,1,1,0,2.02,0.00,1.00
1047,16,Enlist One,"2,4-D",200,X-59,2,1,0.16,2.02,0.08,0.92
1048,16,Enlist One,"2,4-D",200,X-59,3,1,0.15,2.02,0.07,0.93
1049,17,Enlist One,"2,4-D",400,X-59,1,1,0,2.02,0.00,1.00
1050,17,Enlist One,"2,4-D",400,X-59,2,1,0,2.02,0.00,1.00
1051,17,Enlist One,"2,4-D",400,X-59,3,1,0,2.02,0.00,1.00
1052,18,Enlist One,"2,4-D",600,X-59,1,1,0,2.02,0.00,1.00
1053,18,Enlist One,"2,4-D",600,X-59,2,1,0,2.02,0.00,1.00
1054,18,Enlist One,"2,4-D",600,X-59,3,1,0,2.02,0.00,1.00
1055,19,Enlist One,"2,4-D",800,X-59,1,1,0,2.02,0.00,1.00
1056,19,Enlist One,"2,4-D",800,X-59,2,1,0,2.02,0.00,1.00
1057,19,Enlist One,"2,4-D",800,X-59,3,1,0,2.02,0.00,1.00
1058,20,Enlist One,"2,4-D",1600,X-59,1,1,0,2.02,0.00,1.00
1059,20,Enlist One,"2,4-D",1600,X-59,2,1,0,2.02,0.00,1.00
1060,20,Enlist One,"2,4-D",1600,X-59,3,1,0,2.02,0.00,1.00
1061,21,Enlist One,"2,4-D",3200,X-59,1,1,0,2.02,0.00,1.00
1062,21,Enlist One,"2,4-D",3200,X-59,2,1,0,2.02,0.00,1.00
1063,21,Enlist One,"2,4-D",3200,X-59,3,1,0,2.02,0.00,1.00
,0,Control,dicamba,0,CRS-1,1,1,2.19,1.72,1.00,0.00
,0,Control,dicamba,0,CRS-1,2,1,1.01,1.72,0.59,0.41
,0,Control,dicamba,0,CRS-1,3,1,2.05,1.72,1.00,0.00
,0,Control,dicamba,0,CRS-1,4,1,1.86,1.72,1.00,0.00
,0,Control,dicamba,0,CRS-1,5,1,1.67,1.72,0.97,0.03
,0,Control,dicamba,0,CRS-1,6,1,1.56,1.72,0.91,0.09
1274,1,Xtendimax,dicamba,70,CRS-1,1,1,0.81,1.72,0.47,0.53
1275,1,Xtendimax,dicamba,70,CRS-1,2,1,1.32,1.72,0.77,0.23
1276,1,Xtendimax,dicamba,70,CRS-1,3,1,0.71,1.72,0.41,0.59
1277,2,Xtendimax,dicamba,140,CRS-1,1,1,0.01,1.72,0.01,0.99
1278,2,Xtendimax,dicamba,140,CRS-1,2,1,0.25,1.72,0.15,0.85
1279,2,Xtendimax,dicamba,140,CRS-1,3,1,0.55,1.72,0.32,0.68
1280,3,Xtendimax,dicamba,280,CRS-1,1,1,0.44,1.72,0.26,0.74
1281,3,Xtendimax,dicamba,280,CRS-1,2,1,0.74,1.72,0.43,0.57
1282,3,Xtendimax,dicamba,280,CRS-1,3,1,0.74,1.72,0.43,0.57
1283,4,Xtendimax,dicamba,420,CRS-1,1,1,0.03,1.72,0.02,0.98
1284,4,Xtendimax,dicamba,420,CRS-1,2,1,0.36,1.72,0.21,0.79
1285,4,Xtendimax,dicamba,420,CRS-1,3,1,0.38,1.72,0.22,0.78
1286,5,Xtendimax,dicamba,560,CRS-1,1,1,0.11,1.72,0.06,0.94
1287,5,Xtendimax,dicamba,560,CRS-1,2,1,0.13,1.72,0.08,0.92
1288,5,Xtendimax,dicamba,560,CRS-1,3,1,0.21,1.72,0.12,0.88
1289,6,Xtendimax,dicamba,1120,CRS-1,1,1,0,1.72,0.00,1.00
1290,6,Xtendimax,dicamba,1120,CRS-1,2,1,0.07,1.72,0.04,0.96
1291,6,Xtendimax,dicamba,1120,CRS-1,3,1,0,1.72,0.00,1.00
1292,7,Xtendimax,dicamba,2240,CRS-1,1,1,0,1.72,0.00,1.00
1293,7,Xtendimax,dicamba,2240,CRS-1,2,1,0.26,1.72,0.15,0.85
1294,7,Xtendimax,dicamba,2240,CRS-1,3,1,0,1.72,0.00,1.00
,0,Control,clopyralid,0,CRS-1,1,1,2.19,1.72,1.00,0.00
,0,Control,clopyralid,0,CRS-1,2,1,1.01,1.72,0.59,0.41
,0,Control,clopyralid,0,CRS-1,3,1,2.05,1.72,1.00,0.00
,0,Control,clopyralid,0,CRS-1,4,1,1.86,1.72,1.00,0.00
,0,Control,clopyralid,0,CRS-1,5,1,1.67,1.72,0.97,0.03
,0,Control,clopyralid,0,CRS-1,6,1,1.56,1.72,0.91,0.09
1295,8,Stinger,clopyralid,19.7,CRS-1,1,1,2.4,1.72,1.00,0.00
1296,8,Stinger,clopyralid,19.7,CRS-1,2,1,0.15,1.72,0.09,0.91
1297,8,Stinger,clopyralid,19.7,CRS-1,3,1,1.75,1.72,1.00,0.00
1298,9,Stinger,clopyralid,39.5,CRS-1,1,1,1,1.72,0.58,0.42
1299,9,Stinger,clopyralid,39.5,CRS-1,2,1,2.58,1.72,1.00,0.00
1300,9,Stinger,clopyralid,39.5,CRS-1,3,1,2.19,1.72,1.00,0.00
1301,10,Stinger,clopyralid,79,CRS-1,1,1,1.8,1.72,1.00,0.00
1302,10,Stinger,clopyralid,79,CRS-1,2,1,2.53,1.72,1.00,0.00
1303,10,Stinger,clopyralid,79,CRS-1,3,1,1.91,1.72,1.00,0.00
1304,11,Stinger,clopyralid,118,CRS-1,1,1,2.3,1.72,1.00,0.00
1305,11,Stinger,clopyralid,118,CRS-1,2,1,0.89,1.72,0.52,0.48
1306,11,Stinger,clopyralid,118,CRS-1,3,1,1.38,1.72,0.80,0.20
1307,12,Stinger,clopyralid,158,CRS-1,1,1,1.66,1.72,0.97,0.03
1308,12,Stinger,clopyralid,158,CRS-1,2,1,0.99,1.72,0.58,0.42
1309,12,Stinger,clopyralid,158,CRS-1,3,1,0.75,1.72,0.44,0.56
1310,13,Stinger,clopyralid,316,CRS-1,1,1,1,1.72,0.58,0.42
1311,13,Stinger,clopyralid,316,CRS-1,2,1,0.55,1.72,0.32,0.68
1312,13,Stinger,clopyralid,316,CRS-1,3,1,0.04,1.72,0.02,0.98
1313,14,Stinger,clopyralid,630,CRS-1,1,1,0.87,1.72,0.51,0.49
1314,14,Stinger,clopyralid,630,CRS-1,2,1,1.07,1.72,0.62,0.38
1315,14,Stinger,clopyralid,630,CRS-1,3,1,1.04,1.72,0.60,0.40
,0,Control,"2,4-D",0,CRS-1,1,1,2.19,1.72,1.00,0.00
,0,Control,"2,4-D",0,CRS-1,2,1,1.01,1.72,0.59,0.41
,0,Control,"2,4-D",0,CRS-1,3,1,2.05,1.72,1.00,0.00
,0,Control,"2,4-D",0,CRS-1,4,1,1.86,1.72,1.00,0.00
,0,Control,"2,4-D",0,CRS-1,5,1,1.67,1.72,0.97,0.03
,0,Control,"2,4-D",0,CRS-1,6,1,1.56,1.72,0.91,0.09
1316,15,Enlist One,"2,4-D",100,CRS-1,1,1,1.01,1.72,0.59,0.41
1317,15,Enlist One,"2,4-D",100,CRS-1,2,1,1.33,1.72,0.77,0.23
1318,15,Enlist One,"2,4-D",100,CRS-1,3,1,1.09,1.72,0.63,0.37
1319,16,Enlist One,"2,4-D",200,CRS-1,1,1,0,1.72,0.00,1.00
1320,16,Enlist One,"2,4-D",200,CRS-1,2,1,0.37,1.72,0.22,0.78
1321,16,Enlist One,"2,4-D",200,CRS-1,3,1,0.18,1.72,0.10,0.90
1322,17,Enlist One,"2,4-D",400,CRS-1,1,1,0,1.72,0.00,1.00
1323,17,Enlist One,"2,4-D",400,CRS-1,2,1,0,1.72,0.00,1.00
1324,17,Enlist One,"2,4-D",400,CRS-1,3,1,0.15,1.72,0.09,0.91
1325,18,Enlist One,"2,4-D",600,CRS-1,1,1,0.35,1.72,0.20,0.80
1326,18,Enlist One,"2,4-D",600,CRS-1,2,1,0,1.72,0.00,1.00
1327,18,Enlist One,"2,4-D",600,CRS-1,3,1,0,1.72,0.00,1.00
1328,19,Enlist One,"2,4-D",800,CRS-1,1,1,0,1.72,0.00,1.00
1329,19,Enlist One,"2,4-D",800,CRS-1,2,1,0,1.72,0.00,1.00
1330,19,Enlist One,"2,4-D",800,CRS-1,3,1,0,1.72,0.00,1.00
1331,20,Enlist One,"2,4-D",1600,CRS-1,1,1,0,1.72,0.00,1.00
1332,20,Enlist One,"2,4-D",1600,CRS-1,2,1,0,1.72,0.00,1.00
1333,20,Enlist One,"2,4-D",1600,CRS-1,3,1,0.23,1.72,0.13,0.87
1334,21,Enlist One,"2,4-D",3200,CRS-1,1,1,0,1.72,0.00,1.00
1335,21,Enlist One,"2,4-D",3200,CRS-1,2,1,0,1.72,0.00,1.00
1336,21,Enlist One,"2,4-D",3200,CRS-1,3,1,0,1.72,0.00,1.00
,0,Control,dicamba,0,X-59,1,2,1.79,1.55,1.00,0.00
,0,Control,dicamba,0,X-59,2,2,1.67,1.55,1.00,0.00
,0,Control,dicamba,0,X-59,3,2,2.2,1.55,1.00,0.00
,0,Control,dicamba,0,X-59,4,2,1.33,1.55,0.86,0.14
,0,Control,dicamba,0,X-59,5,2,1.14,1.55,0.74,0.26
,0,Control,dicamba,0,X-59,6,2,1.14,1.55,0.74,0.26
3001,1,Xtendimax,dicamba,70,X-59,1,2,1.26,1.55,0.81,0.19
3002,1,Xtendimax,dicamba,70,X-59,2,2,0.71,1.55,0.46,0.54
3003,1,Xtendimax,dicamba,70,X-59,3,2,1.29,1.55,0.83,0.17
3004,2,Xtendimax,dicamba,140,X-59,1,2,1,1.55,0.65,0.35
3005,2,Xtendimax,dicamba,140,X-59,2,2,0.37,1.55,0.24,0.76
3006,2,Xtendimax,dicamba,140,X-59,3,2,0.84,1.55,0.54,0.46
3007,3,Xtendimax,dicamba,280,X-59,1,2,0.61,1.55,0.39,0.61
3008,3,Xtendimax,dicamba,280,X-59,2,2,0.76,1.55,0.49,0.51
3009,3,Xtendimax,dicamba,280,X-59,3,2,0.61,1.55,0.39,0.61
3010,4,Xtendimax,dicamba,420,X-59,1,2,0,1.55,0.00,1.00
3011,4,Xtendimax,dicamba,420,X-59,2,2,0,1.55,0.00,1.00
3012,4,Xtendimax,dicamba,420,X-59,3,2,0.94,1.55,0.61,0.39
3013,5,Xtendimax,dicamba,560,X-59,1,2,0.19,1.55,0.12,0.88
3014,5,Xtendimax,dicamba,560,X-59,2,2,0,1.55,0.00,1.00
3015,5,Xtendimax,dicamba,560,X-59,3,2,0.04,1.55,0.03,0.97
3016,6,Xtendimax,dicamba,1120,X-59,1,2,0,1.55,0.00,1.00
3017,6,Xtendimax,dicamba,1120,X-59,2,2,0,1.55,0.00,1.00
3018,6,Xtendimax,dicamba,1120,X-59,3,2,0.11,1.55,0.07,0.93
3019,7,Xtendimax,dicamba,2240,X-59,1,2,0,1.55,0.00,1.00
3020,7,Xtendimax,dicamba,2240,X-59,2,2,0,1.55,0.00,1.00
3021,7,Xtendimax,dicamba,2240,X-59,3,2,0,1.55,0.00,1.00
,0,Control,clopyralid,0,X-59,1,2,1.79,1.55,1.00,0.00
,0,Control,clopyralid,0,X-59,2,2,1.67,1.55,1.00,0.00
,0,Control,clopyralid,0,X-59,3,2,2.2,1.55,1.00,0.00
,0,Control,clopyralid,0,X-59,4,2,1.33,1.55,0.86,0.14
,0,Control,clopyralid,0,X-59,5,2,1.14,1.55,0.74,0.26
,0,Control,clopyralid,0,X-59,6,2,1.14,1.55,0.74,0.26
3022,8,Stinger,clopyralid,19.7,X-59,1,2,2.46,1.55,1.00,0.00
3023,8,Stinger,clopyralid,19.7,X-59,2,2,1.77,1.55,1.00,0.00
3024,8,Stinger,clopyralid,19.7,X-59,3,2,2.08,1.55,1.00,0.00
3025,9,Stinger,clopyralid,39.5,X-59,1,2,2.26,1.55,1.00,0.00
3026,9,Stinger,clopyralid,39.5,X-59,2,2,1.6,1.55,1.00,0.00
3027,9,Stinger,clopyralid,39.5,X-59,3,2,1.6,1.55,1.00,0.00
3028,10,Stinger,clopyralid,79,X-59,1,2,1.26,1.55,0.81,0.19
3029,10,Stinger,clopyralid,79,X-59,2,2,1.68,1.55,1.00,0.00
3030,10,Stinger,clopyralid,79,X-59,3,2,1.04,1.55,0.67,0.33
3031,11,Stinger,clopyralid,118,X-59,1,2,1.73,1.55,1.00,0.00
3032,11,Stinger,clopyralid,118,X-59,2,2,1.58,1.55,1.00,0.00
3033,11,Stinger,clopyralid,118,X-59,3,2,1.98,1.55,1.00,0.00
3034,12,Stinger,clopyralid,158,X-59,1,2,1.24,1.55,0.80,0.20
3035,12,Stinger,clopyralid,158,X-59,2,2,1.94,1.55,1.00,0.00
3036,12,Stinger,clopyralid,158,X-59,3,2,1.78,1.55,1.00,0.00
3037,13,Stinger,clopyralid,316,X-59,1,2,2.11,1.55,1.00,0.00
3038,13,Stinger,clopyralid,316,X-59,2,2,1.4,1.55,0.90,0.10
3039,13,Stinger,clopyralid,316,X-59,3,2,1.32,1.55,0.85,0.15
3040,14,Stinger,clopyralid,630,X-59,1,2,0.97,1.55,0.63,0.37
3041,14,Stinger,clopyralid,630,X-59,2,2,0.93,1.55,0.60,0.40
3042,14,Stinger,clopyralid,630,X-59,3,2,1.32,1.55,0.85,0.15
,0,Control,"2,4-D",0,X-59,1,2,1.79,1.55,1.00,0.00
,0,Control,"2,4-D",0,X-59,2,2,1.67,1.55,1.00,0.00
,0,Control,"2,4-D",0,X-59,3,2,2.2,1.55,1.00,0.00
,0,Control,"2,4-D",0,X-59,4,2,1.33,1.55,0.86,0.14
,0,Control,"2,4-D",0,X-59,5,2,1.14,1.55,0.74,0.26
,0,Control,"2,4-D",0,X-59,6,2,1.14,1.55,0.74,0.26
3043,15,Enlist One,"2,4-D",100,X-59,1,2,0.59,1.55,0.38,0.62
3044,15,Enlist One,"2,4-D",100,X-59,2,2,0.2,1.55,0.13,0.87
3045,15,Enlist One,"2,4-D",100,X-59,3,2,0.26,1.55,0.17,0.83
3046,16,Enlist One,"2,4-D",200,X-59,1,2,0.12,1.55,0.08,0.92
3047,16,Enlist One,"2,4-D",200,X-59,2,2,0,1.55,0.00,1.00
3048,16,Enlist One,"2,4-D",200,X-59,3,2,0,1.55,0.00,1.00
3049,17,Enlist One,"2,4-D",400,X-59,1,2,0,1.55,0.00,1.00
3050,17,Enlist One,"2,4-D",400,X-59,2,2,0.09,1.55,0.06,0.94
3051,17,Enlist One,"2,4-D",400,X-59,3,2,0,1.55,0.00,1.00
3052,18,Enlist One,"2,4-D",600,X-59,1,2,0,1.55,0.00,1.00
3053,18,Enlist One,"2,4-D",600,X-59,2,2,0,1.55,0.00,1.00
3054,18,Enlist One,"2,4-D",600,X-59,3,2,0,1.55,0.00,1.00
3055,19,Enlist One,"2,4-D",800,X-59,1,2,0,1.55,0.00,1.00
3056,19,Enlist One,"2,4-D",800,X-59,2,2,0,1.55,0.00,1.00
3057,19,Enlist One,"2,4-D",800,X-59,3,2,0,1.55,0.00,1.00
3058,20,Enlist One,"2,4-D",1600,X-59,1,2,0,1.55,0.00,1.00
3059,20,Enlist One,"2,4-D",1600,X-59,2,2,0,1.55,0.00,1.00
3060,20,Enlist One,"2,4-D",1600,X-59,3,2,0,1.55,0.00,1.00
3061,21,Enlist One,"2,4-D",3200,X-59,1,2,0,1.55,0.00,1.00
3062,21,Enlist One,"2,4-D",3200,X-59,2,2,0,1.55,0.00,1.00
3063,21,Enlist One,"2,4-D",3200,X-59,3,2,0,1.55,0.00,1.00
,0,Control,dicamba,0,CRS-1,1,2,2.2,1.64,1.00,0.00
,0,Control,dicamba,0,CRS-1,2,2,1.65,1.64,1.00,0.00
,0,Control,dicamba,0,CRS-1,3,2,1.83,1.64,1.00,0.00
,0,Control,dicamba,0,CRS-1,4,2,1.35,1.64,0.82,0.18
,0,Control,dicamba,0,CRS-1,5,2,1.59,1.64,0.97,0.03
,0,Control,dicamba,0,CRS-1,6,2,1.24,1.64,0.76,0.24
3274,1,Xtendimax,dicamba,70,CRS-1,1,2,1.72,1.64,1.00,0.00
3275,1,Xtendimax,dicamba,70,CRS-1,2,2,1.39,1.64,0.85,0.15
3276,1,Xtendimax,dicamba,70,CRS-1,3,2,1.59,1.64,0.97,0.03
3277,2,Xtendimax,dicamba,140,CRS-1,1,2,0.32,1.64,0.20,0.80
3278,2,Xtendimax,dicamba,140,CRS-1,2,2,0.61,1.64,0.37,0.63
3279,2,Xtendimax,dicamba,140,CRS-1,3,2,1.37,1.64,0.84,0.16
3280,3,Xtendimax,dicamba,280,CRS-1,1,2,0.22,1.64,0.13,0.87
3281,3,Xtendimax,dicamba,280,CRS-1,2,2,0.94,1.64,0.57,0.43
3282,3,Xtendimax,dicamba,280,CRS-1,3,2,0.57,1.64,0.35,0.65
3283,4,Xtendimax,dicamba,420,CRS-1,1,2,0.77,1.64,0.47,0.53
3284,4,Xtendimax,dicamba,420,CRS-1,2,2,1.04,1.64,0.63,0.37
3285,4,Xtendimax,dicamba,420,CRS-1,3,2,0.58,1.64,0.35,0.65
3286,5,Xtendimax,dicamba,560,CRS-1,1,2,0.31,1.64,0.19,0.81
3287,5,Xtendimax,dicamba,560,CRS-1,2,2,0.23,1.64,0.14,0.86
3288,5,Xtendimax,dicamba,560,CRS-1,3,2,0.22,1.64,0.13,0.87
3289,6,Xtendimax,dicamba,1120,CRS-1,1,2,0.2,1.64,0.12,0.88
3290,6,Xtendimax,dicamba,1120,CRS-1,2,2,0.24,1.64,0.15,0.85
3291,6,Xtendimax,dicamba,1120,CRS-1,3,2,0.16,1.64,0.10,0.90
3292,7,Xtendimax,dicamba,2240,CRS-1,1,2,0.1,1.64,0.06,0.94
3293,7,Xtendimax,dicamba,2240,CRS-1,2,2,0,1.64,0.00,1.00
3294,7,Xtendimax,dicamba,2240,CRS-1,3,2,0,1.64,0.00,1.00
,0,Control,clopyralid,0,CRS-1,1,2,2.2,1.64,1.00,0.00
,0,Control,clopyralid,0,CRS-1,2,2,1.65,1.64,1.00,0.00
,0,Control,clopyralid,0,CRS-1,3,2,1.83,1.64,1.00,0.00
,0,Control,clopyralid,0,CRS-1,4,2,1.35,1.64,0.82,0.18
,0,Control,clopyralid,0,CRS-1,5,2,1.59,1.64,0.97,0.03
,0,Control,clopyralid,0,CRS-1,6,2,1.24,1.64,0.76,0.24
3295,8,Stinger,clopyralid,19.7,CRS-1,1,2,1.56,1.64,0.95,0.05
3296,8,Stinger,clopyralid,19.7,CRS-1,2,2,2.18,1.64,1.00,0.00
3297,8,Stinger,clopyralid,19.7,CRS-1,3,2,1.13,1.64,0.69,0.31
3298,9,Stinger,clopyralid,39.5,CRS-1,1,2,1.64,1.64,1.00,0.00
3299,9,Stinger,clopyralid,39.5,CRS-1,2,2,2.28,1.64,1.00,0.00
3300,9,Stinger,clopyralid,39.5,CRS-1,3,2,1.69,1.64,1.00,0.00
3301,10,Stinger,clopyralid,79,CRS-1,1,2,1.45,1.64,0.88,0.12
3302,10,Stinger,clopyralid,79,CRS-1,2,2,1.8,1.64,1.00,0.00
3303,10,Stinger,clopyralid,79,CRS-1,3,2,1.09,1.64,0.66,0.34
3304,11,Stinger,clopyralid,118,CRS-1,1,2,0.43,1.64,0.26,0.74
3305,11,Stinger,clopyralid,118,CRS-1,2,2,2.29,1.64,1.00,0.00
3306,11,Stinger,clopyralid,118,CRS-1,3,2,1.68,1.64,1.00,0.00
3307,12,Stinger,clopyralid,158,CRS-1,1,2,1.36,1.64,0.83,0.17
3308,12,Stinger,clopyralid,158,CRS-1,2,2,2.18,1.64,1.00,0.00
3309,12,Stinger,clopyralid,158,CRS-1,3,2,1.36,1.64,0.83,0.17
3310,13,Stinger,clopyralid,316,CRS-1,1,2,1.63,1.64,0.99,0.01
3311,13,Stinger,clopyralid,316,CRS-1,2,2,1.66,1.64,1.00,0.00
3312,13,Stinger,clopyralid,316,CRS-1,3,2,2.04,1.64,1.00,0.00
3313,14,Stinger,clopyralid,630,CRS-1,1,2,1.03,1.64,0.63,0.37
3314,14,Stinger,clopyralid,630,CRS-1,2,2,1.53,1.64,0.93,0.07
3315,14,Stinger,clopyralid,630,CRS-1,3,2,1.46,1.64,0.89,0.11
,0,Control,"2,4-D",0,CRS-1,1,2,2.2,1.64,1.00,0.00
,0,Control,"2,4-D",0,CRS-1,2,2,1.65,1.64,1.00,0.00
,0,Control,"2,4-D",0,CRS-1,3,2,1.83,1.64,1.00,0.00
,0,Control,"2,4-D",0,CRS-1,4,2,1.35,1.64,0.82,0.18
,0,Control,"2,4-D",0,CRS-1,5,2,1.59,1.64,0.97,0.03
,0,Control,"2,4-D",0,CRS-1,6,2,1.24,1.64,0.76,0.24
3316,15,Enlist One,"2,4-D",100,CRS-1,1,2,0.62,1.64,0.38,0.62
3317,15,Enlist One,"2,4-D",100,CRS-1,2,2,0,1.64,0.00,1.00
3318,15,Enlist One,"2,4-D",100,CRS-1,3,2,0.13,1.64,0.08,0.92
3319,16,Enlist One,"2,4-D",200,CRS-1,1,2,0.08,1.64,0.05,0.95
3320,16,Enlist One,"2,4-D",200,CRS-1,2,2,0,1.64,0.00,1.00
3321,16,Enlist One,"2,4-D",200,CRS-1,3,2,0,1.64,0.00,1.00
3322,17,Enlist One,"2,4-D",400,CRS-1,1,2,0,1.64,0.00,1.00
3323,17,Enlist One,"2,4-D",400,CRS-1,2,2,0,1.64,0.00,1.00
3324,17,Enlist One,"2,4-D",400,CRS-1,3,2,0,1.64,0.00,1.00
3325,18,Enlist One,"2,4-D",600,CRS-1,1,2,0,1.64,0.00,1.00
3326,18,Enlist One,"2,4-D",600,CRS-1,2,2,0,1.64,0.00,1.00
3327,18,Enlist One,"2,4-D",600,CRS-1,3,2,0,1.64,0.00,1.00
3328,19,Enlist One,"2,4-D",800,CRS-1,1,2,0,1.64,0.00,1.00
3329,19,Enlist One,"2,4-D",800,CRS-1,2,2,0,1.64,0.00,1.00
3330,19,Enlist One,"2,4-D",800,CRS-1,3,2,0,1.64,0.00,1.00
3331,20,Enlist One,"2,4-D",1600,CRS-1,1,2,0,1.64,0.00,1.00
3332,20,Enlist One,"2,4-D",1600,CRS-1,2,2,0,1.64,0.00,1.00
3333,20,Enlist One,"2,4-D",1600,CRS-1,3,2,0,1.64,0.00,1.00
3334,21,Enlist One,"2,4-D",3200,CRS-1,1,2,0,1.64,0.00,1.00
3335,21,Enlist One,"2,4-D",3200,CRS-1,2,2,0,1.64,0.00,1.00
3336,21,Enlist One,"2,4-D",3200,CRS-1,3,2,0,1.64,0.00,1.00
,0,Control,rimsulfuron,0,X-59,1,1,1.4,1.36,1.00,0.00
